fighter_name,Height,Weight,Reach,Stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,TSNE1,TSNE2
Luiz Dutra,"5' 11""",170 lbs.,,Orthodox,3.92,0.5,4.8,0.41,0.0,0.0,1.0,0.0,33.978107,-10.031734
Reuben Duran,"5' 7""",135 lbs.,"71""",Orthodox,3.19,0.49,2.61,0.5,0.98,0.23,0.25,0.7,-5.608935,4.9236374
Rilley Dutro,"5' 8""",125 lbs.,,Orthodox,4.74,0.54,5.95,0.33,0.0,0.0,0.83,0.0,46.90199,2.3110976
Tom Duquesnoy,"5' 7""",135 lbs.,"68""",Orthodox,3.83,0.45,5.3,0.62,0.42,0.25,0.46,0.0,37.128864,-12.141536
Evan Dunham,"5' 10""",155 lbs.,"70""",Southpaw,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0,24.787327,29.34205
Bill Duvall,"6' 2""",185 lbs.,,Southpaw,0.0,0.0,2.4,0.4,0.0,0.0,0.0,0.0,-5.549172,-51.92918
David Dvorak,"5' 5""",125 lbs.,"68""",Orthodox,4.5,0.48,3.17,0.63,0.0,0.0,0.75,0.0,27.509226,10.914868
Matt Dwyer,"6' 4""",170 lbs.,"76""",Orthodox,2.57,0.34,3.24,0.54,0.44,0.1,0.6,0.0,14.044373,-28.422657
Merab Dvalishvili,"5' 6""",135 lbs.,"68""",Orthodox,3.91,0.39,2.08,0.61,7.71,0.43,0.8,0.3,-31.636932,46.04624
Ben Earwood,"5' 8""",170 lbs.,,Orthodox,0.5,0.55,0.2,0.33,3.0,1.0,0.0,0.0,-39.65793,3.7545226
Rolando Dy,"5' 8""",145 lbs.,"69""",Orthodox,3.04,0.37,4.47,0.52,0.3,0.2,0.68,0.0,26.942316,-16.44782
Cody East,"6' 3""",245 lbs.,,Orthodox,4.15,0.43,7.32,0.4,3.97,1.0,0.16,0.0,6.31551,44.11983
Mike Easton,"5' 6""",135 lbs.,"70""",Southpaw,3.51,0.37,4.28,0.61,0.75,0.22,0.66,0.0,23.637531,-5.3972316
Marvin Eastman,"5' 9""",185 lbs.,"73""",Orthodox,2.21,0.35,3.92,0.42,1.38,0.33,0.81,0.0,6.4796042,-15.791489
Brian Ebersole,"6' 0""",170 lbs.,"73""",Southpaw,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1,-24.235992,-2.246528
Ross Ebanez,"5' 9""",154 lbs.,,Southpaw,0.74,0.5,0.74,0.62,3.7,1.0,0.0,0.0,-43.190582,33.035355
Mark Eddiva,"5' 8""",145 lbs.,"68""",Orthodox,3.37,0.45,2.98,0.54,1.45,0.22,0.63,0.0,2.7910335,14.955048
Johnny Eduardo,"5' 7""",135 lbs.,"71""",Orthodox,2.89,0.38,3.34,0.63,0.0,0.0,0.62,0.5,16.938875,-27.22237
Abdul-Kerim Edilov,"6' 2""",205 lbs.,,Orthodox,10.22,0.61,0.13,0.92,3.98,1.0,0.0,2.0,24.062025,38.650208
Frankie Edgar,"5' 6""",135 lbs.,"68""",Orthodox,3.7,0.39,2.71,0.66,2.28,0.31,0.65,0.3,-1.1386633,24.114456
Stephanie Egger,"5' 6""",135 lbs.,"68""",Orthodox,0.67,0.31,1.33,0.52,1.0,0.16,0.4,0.0,-28.170753,-18.725712
Tom Egan,"5' 11""",170 lbs.,,Orthodox,0.0,0.0,3.91,0.5,0.0,0.0,0.28,0.0,4.047907,-53.14384
Joselyne Edwards,"5' 8""",135 lbs.,"70""",Orthodox,4.2,0.53,3.83,0.46,0.5,0.16,0.37,0.5,29.275454,-0.56059206
Te Edwards,"5' 8""",155 lbs.,"72""",Orthodox,1.5,0.41,4.15,0.44,0.72,1.0,0.44,0.0,4.421964,-18.74704
Justin Edwards,"5' 10""",155 lbs.,"70""",Orthodox,2.68,0.42,3.32,0.51,2.14,0.26,0.27,1.0,-13.822376,16.178686
Leon Edwards,"6' 2""",170 lbs.,"74""",Southpaw,2.56,0.47,2.03,0.55,1.35,0.3,0.7,0.4,-16.624933,-4.53552
Yves Edwards,"5' 9""",155 lbs.,"73""",Southpaw,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,-9.756308,-2.8381693
Jon Olav Einemo,"6' 6""",253 lbs.,,Orthodox,2.15,0.52,3.05,0.52,1.73,0.55,0.43,0.0,-18.585524,6.2221866
Per Eklund,"5' 10""",155 lbs.,"72""",Orthodox,2.07,0.61,2.38,0.67,2.07,0.11,0.5,3.6,-52.73747,3.1826284
Saul Elizondo,"5' 7""",135 lbs.,,,2.07,0.3,4.93,0.48,2.0,1.0,0.66,1.0,0.023267189,38.2452
Justin Eilers,"6' 1""",235 lbs.,,Orthodox,2.86,0.43,5.66,0.49,0.82,0.25,0.5,0.0,21.50553,-13.933652
Jake Ellenberger,"5' 9""",170 lbs.,"71""",Orthodox,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4,-21.666128,6.313592
Darren Elkins,"5' 10""",145 lbs.,"71""",Orthodox,3.5,0.38,3.08,0.52,2.7,0.33,0.58,1.2,-12.7556305,31.7931
Joe Ellenberger,"5' 9""",155 lbs.,"72""",Orthodox,1.62,0.47,3.45,0.48,3.17,0.4,0.0,1.1,-22.31074,16.861053
Eddy Ellis,"5' 9""",170 lbs.,,Orthodox,3.4,0.69,1.53,0.68,4.0,0.66,0.5,2.0,-22.681856,37.097904
Cameron Else,"5' 9""",135 lbs.,"71""",Switch,1.92,0.36,5.58,0.58,0.0,0.0,0.0,0.0,42.193504,-28.78362
Lisa Ellis,"5' 4""",115 lbs.,,,1.68,0.48,2.32,0.57,4.19,0.63,0.5,0.6,-37.653698,29.630348
Anna Elmose,"5' 3""",115 lbs.,,Orthodox,3.68,0.49,4.64,0.56,0.0,0.0,0.33,0.0,33.15462,-12.614112
Tim Elliott,"5' 7""",125 lbs.,"66""",Southpaw,3.35,0.45,2.49,0.59,4.01,0.49,0.58,1.1,-22.222418,35.413296
Aaron Ely,"5' 8""",135 lbs.,,,0.82,0.15,0.66,0.69,2.47,1.0,0.5,4.9,-52.869812,6.107853
Aleksander Emelianenko,"6' 6""",255 lbs.,,Orthodox,2.75,0.41,1.7,0.65,2.32,0.72,0.66,0.9,-30.777185,9.155997
Rob Emerson,"5' 9""",155 lbs.,"70""",Orthodox,2.5,0.3,2.83,0.64,2.02,0.52,0.65,0.4,-21.861792,6.0989914
Ramazan Emeev,"5' 10""",170 lbs.,"76""",Southpaw,2.5,0.45,1.98,0.66,2.33,0.29,0.66,0.5,-29.214602,8.087346
Josh Emmett,"5' 6""",145 lbs.,"70""",Orthodox,4.32,0.39,4.02,0.63,1.43,0.47,0.5,0.1,18.356033,28.225746
Jamall Emmers,"5' 10""",145 lbs.,"74""",Orthodox,5.75,0.52,4.65,0.54,2.9,0.53,1.0,0.0,27.36096,33.87356
Fedor Emelianenko,"6' 0""",230 lbs.,"74""",Orthodox,3.18,0.51,1.0,0.63,2.0,0.63,0.82,1.9,-34.692284,7.9278574
Marius Enache,"5' 11""",155 lbs.,,,1.71,0.34,0.66,0.84,3.94,1.0,0.0,3.9,-54.635345,9.356765
Oliver Enkamp,"6' 0""",170 lbs.,"77""",Switch,2.38,0.36,3.55,0.37,0.87,0.16,0.0,0.0,4.166528,-13.3072815
Ian Entwistle,"5' 5""",135 lbs.,,Orthodox,0.11,0.07,7.36,0.31,0.0,0.0,0.0,12.1,-66.75704,0.8692243
Kenny Ento,"6' 2""",192 lbs.,,,8.41,0.79,0.0,1.0,5.49,1.0,0.0,11.0,-63.01912,4.7352176
Won Jin Eoh,"5' 7""",160 lbs.,,Orthodox,3.74,0.44,3.58,0.46,0.0,0.0,0.5,0.0,19.872906,3.1307774
Andy Enz,"6' 3""",185 lbs.,"78""",Orthodox,3.51,0.23,5.32,0.57,0.0,0.0,0.58,0.0,36.892925,-13.8665085
Tom Erikson,"6' 3""",280 lbs.,,Orthodox,0.94,0.47,1.87,0.25,4.68,0.6,1.0,6.2,-58.134815,8.769384
Konstantin Erokhin,"5' 11""",230 lbs.,,Orthodox,1.07,0.36,1.83,0.47,0.0,0.0,0.7,0.0,-10.713177,-44.009632
Julian Erosa,"6' 1""",145 lbs.,"74""",Southpaw,5.07,0.47,5.72,0.5,1.32,0.54,0.58,0.9,43.674046,1.2783531
Nick Ertl,"5' 9""",155 lbs.,,,1.34,0.69,1.59,0.41,1.88,0.5,0.0,0.0,-29.846739,-13.765392
Chel Erwin-Davis,"6' 0""",170 lbs.,,,4.06,0.54,1.13,0.61,4.25,1.0,0.5,1.4,-25.23624,37.398537
Eric Esch,"5' 11""",350 lbs.,,Orthodox,3.07,0.71,1.74,0.43,0.0,0.0,0.0,2.0,-44.83311,-16.715563
Cole Escovedo,"5' 7""",135 lbs.,"72""",Orthodox,1.77,0.43,4.32,0.49,0.43,0.33,0.13,0.0,27.073736,-31.419792
Efrain Escudero,"5' 9""",155 lbs.,"71""",Orthodox,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8,-9.009327,-0.11054295
Carla Esparza,"5' 1""",115 lbs.,"63""",Orthodox,2.29,0.42,2.85,0.53,3.44,0.35,0.48,0.3,-28.30419,26.265757
Juan Espino,"6' 3""",250 lbs.,"80""",,4.32,0.8,0.54,0.42,14.19,0.77,0.0,6.1,-30.695824,50.66165
Jodie Esquibel,"5' 1""",115 lbs.,"64""",Orthodox,4.1,0.31,7.37,0.52,0.75,0.21,0.83,0.0,52.351772,-7.6300855
Jordan Espinosa,"5' 6""",125 lbs.,"69""",Orthodox,4.22,0.52,2.94,0.57,0.75,0.28,0.7,0.2,16.933008,11.795091
Terry Etim,"6' 1""",155 lbs.,"73""",Orthodox,2.16,0.35,2.53,0.67,0.43,0.3,0.39,1.4,-13.3724985,-14.121693
Scott Ettling,,135 lbs.,,,0.0,0.0,0.54,0.83,8.04,1.0,0.0,0.0,-38.3524,47.63381
Sijara Eubanks,"5' 4""",135 lbs.,"67""",Orthodox,4.52,0.43,3.69,0.57,1.88,0.46,0.65,0.4,15.902387,29.795893
Billy Evangelista,"5' 8""",155 lbs.,"68""",Orthodox,4.51,0.4,3.96,0.61,1.6,0.19,0.61,0.2,18.90737,28.885881
Rashad Evans,"6' 0""",205 lbs.,"75""",Orthodox,2.14,0.37,2.42,0.63,2.98,0.44,0.73,0.0,-26.259218,24.568117
Doug Evans,"5' 9""",155 lbs.,,Orthodox,1.79,0.35,2.55,0.55,3.19,0.83,0.69,0.6,-30.52853,23.789629
Ashlee Evans-Smith,"5' 8""",135 lbs.,"67""",Orthodox,4.54,0.34,4.69,0.55,1.1,0.23,0.66,0.0,36.67331,1.7862948
Dan Evensen,"6' 3""",250 lbs.,,Orthodox,0.27,0.1,3.86,0.38,0.0,0.0,0.0,4.0,-58.06007,-4.121351
Tonya Evinger,"5' 7""",135 lbs.,"70""",Orthodox,1.16,0.42,4.02,0.38,0.93,0.3,0.33,0.9,-1.1791911,-24.52401
Andre Ewell,"5' 8""",135 lbs.,"75""",Southpaw,4.42,0.41,4.25,0.52,0.29,0.66,0.7,0.1,30.652025,1.7923719
Movsar Evloev,"5' 7""",145 lbs.,"72""",Orthodox,4.7,0.44,2.83,0.64,2.75,0.37,0.7,0.0,-0.008543773,28.48911
Neal Ewing,,185 lbs.,,,2.27,0.6,1.93,0.48,5.0,0.62,0.0,0.0,-32.5506,39.205654
Edward Faaloloto,,155 lbs.,"70""",,2.28,0.32,6.25,0.44,1.01,0.25,0.33,0.0,45.125023,-25.870653
Jessica Eye,"5' 6""",125 lbs.,"66""",Orthodox,3.76,0.37,4.01,0.55,0.45,0.4,0.57,0.5,27.656128,-1.1989188
Wagnney Fabiano,"5' 6""",145 lbs.,"69""",Southpaw,1.19,0.38,0.66,0.7,3.44,0.64,1.0,0.4,-46.354977,28.787743
Melinda Fabian,"5' 6""",125 lbs.,"66""",,4.03,0.41,4.0,0.62,0.0,0.0,1.0,0.0,30.607346,-7.1984925
Urijah Faber,"5' 6""",135 lbs.,"67""",Orthodox,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,-6.9657936,0.702877
Ron Faircloth,"5' 9""",205 lbs.,,Orthodox,0.39,0.4,8.9,0.42,0.0,0.0,0.0,0.0,63.129314,-16.90855
Bartosz Fabinski,"6' 0""",170 lbs.,"75""",Orthodox,2.2,0.69,1.35,0.53,7.08,0.69,0.8,0.0,-34.352135,44.823433
Zarah Fairn,"5' 8""",145 lbs.,"72""",Orthodox,1.98,0.45,6.61,0.39,0.0,0.0,0.5,0.0,47.696182,-24.17381
Maiquel Falcao,"5' 11""",185 lbs.,,Orthodox,1.67,0.55,0.53,0.86,1.0,1.0,0.71,3.0,-49.956333,-1.093026
Brodie Farber,"6' 1""",170 lbs.,,Orthodox,1.69,0.45,2.17,0.53,0.9,0.5,0.2,0.9,-12.5156145,-18.33333
Joao Paulo Faria,"5' 9""",155 lbs.,,,6.69,0.64,2.09,0.85,1.25,0.5,0.0,1.2,41.613617,21.387207
Chance Farrar,"5' 9""",145 lbs.,,Southpaw,0.81,0.22,2.21,0.67,3.02,1.0,0.0,0.0,-33.505398,22.161469
Rico Farrington,"6' 4""",170 lbs.,"79""",Southpaw,6.33,0.41,7.2,0.51,0.0,0.0,0.2,0.0,55.39046,1.5990952
Kalindra Faria,"5' 7""",125 lbs.,,Switch,2.23,0.56,1.44,0.45,1.31,0.66,0.2,0.7,-19.461664,-6.080224
Kelly Faszholz,"5' 8""",135 lbs.,,Orthodox,4.01,0.48,3.61,0.52,0.0,0.0,0.44,0.0,20.136623,3.4603329
Rodney Faverus,"6' 0""",215 lbs.,,Southpaw,2.3,0.53,1.6,0.54,4.5,1.0,0.25,0.0,-35.92481,33.959686
Carlos Felipe,"6' 0""",245 lbs.,"75""",Orthodox,4.42,0.45,4.6,0.47,0.0,0.0,0.7,0.0,33.952663,-7.440155
Paul Felder,"5' 11""",155 lbs.,"70""",Orthodox,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,18.955704,4.3441067
Kevin Ferguson,"6' 2""",235 lbs.,"77""",Orthodox,2.3,0.5,3.41,0.38,3.1,0.72,0.36,1.2,-23.43556,16.741344
Josh Ferguson,"5' 5""",125 lbs.,,Orthodox,2.13,0.43,4.18,0.32,0.59,0.11,0.54,0.0,8.391644,-16.003277
Tony Ferguson,"5' 11""",155 lbs.,"76""",Orthodox,5.46,0.45,3.94,0.59,0.45,0.42,0.7,1.1,37.75997,9.545264
Bibiano Fernandes,"5' 7""",139 lbs.,,Orthodox,2.91,0.4,2.02,0.72,3.97,0.53,0.77,0.6,-30.10972,33.4953
Alexandre Ferreira,"5' 7""",205 lbs.,,Orthodox,2.57,0.6,8.14,0.42,0.0,0.0,0.0,0.0,57.39023,-14.027521
Cezar Ferreira,"6' 1""",185 lbs.,"78""",Southpaw,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5,-28.787977,22.010853
Diego Ferreira,"5' 9""",155 lbs.,"74""",Orthodox,4.85,0.37,3.26,0.58,0.89,0.26,0.68,0.9,22.911194,22.999935
Drew Fickett,"5' 10""",155 lbs.,"70""",Orthodox,2.33,0.41,2.29,0.57,1.3,0.35,0.3,2.2,-43.940907,-9.452468
Ron Fields,"6' 2""",200 lbs.,,Orthodox,0.33,0.33,2.64,0.11,0.0,0.0,0.0,0.0,-4.246357,-51.31657
Deiveson Figueiredo,"5' 5""",125 lbs.,"68""",Orthodox,3.38,0.56,3.35,0.5,1.57,0.5,0.61,2.4,-11.312729,9.705149
Francisco Figueiredo,"5' 6""",135 lbs.,"69""",Southpaw,1.93,0.54,2.07,0.76,4.0,0.66,1.0,0.0,-36.05958,31.072739
Edwin Figueroa,"5' 7""",135 lbs.,"69""",Orthodox,2.57,0.39,3.06,0.51,0.2,1.0,0.37,0.6,-0.404145,-7.4888897
Anthony Figueroa,"5' 4""",135 lbs.,,Orthodox,2.37,0.48,3.77,0.49,0.0,0.0,0.58,0.0,21.945833,-28.354284
Paulo Filho,"5' 8""",185 lbs.,,Southpaw,1.86,0.48,1.67,0.66,2.4,0.32,0.42,1.6,-39.621605,11.482019
Andre Fili,"5' 11""",145 lbs.,"74""",Orthodox,3.73,0.36,3.9,0.52,2.5,0.49,0.64,0.2,-3.482643,31.918205
Brady Fink,"6' 0""",183 lbs.,,Orthodox,1.69,0.41,1.69,0.61,3.63,0.25,0.0,3.6,-54.18103,8.3479
Jan Finney,"5' 8""",135 lbs.,,Orthodox,2.16,0.28,8.75,0.42,0.77,0.11,0.25,0.0,59.615654,-14.111045
Mirko Filipovic,"6' 2""",230 lbs.,"73""",Southpaw,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3,-19.0557,-28.19248
Luigi Fioravanti,"5' 8""",170 lbs.,"70""",Orthodox,2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9,-37.129078,27.662493
Manon Fiorot,"5' 7""",125 lbs.,,Orthodox,5.8,0.53,1.86,0.79,1.64,1.0,1.0,0.0,18.62055,21.07488
Luiz Firmino,"5' 6""",154 lbs.,,Orthodox,1.23,0.5,1.22,0.51,3.86,0.45,0.2,0.9,-41.46149,28.519356
Spencer Fisher,"5' 7""",155 lbs.,"68""",Southpaw,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,1.5708416,-3.8579001
Chris Fishgold,"5' 8""",145 lbs.,"68""",Orthodox,2.01,0.32,2.7,0.46,2.59,0.46,0.44,1.3,-26.620476,16.165464
Bryanna Fissori,"5' 4""",145 lbs.,,,1.4,0.46,1.2,0.57,2.0,0.25,0.5,0.0,-31.059694,-14.071744
Jimmy Flick,"5' 7""",125 lbs.,"68""",Orthodox,1.99,0.58,2.3,0.5,1.81,0.5,0.0,7.2,-62.015778,0.56692183
Alejandro Flores,"5' 10""",145 lbs.,"73""",Orthodox,3.66,0.4,2.02,0.54,0.0,0.0,0.0,0.0,22.408796,16.190474
Colin Fletcher,"6' 2""",155 lbs.,,Orthodox,3.1,0.34,2.97,0.62,0.0,0.0,0.27,0.0,13.812183,-26.36359
Ty Flores,"6' 3""",205 lbs.,"73""",Switch,2.0,0.37,7.8,0.25,1.0,0.09,0.0,0.0,57.779938,-15.864887
Rafael Fiziev,"5' 8""",155 lbs.,"71""",Switch,4.67,0.57,4.17,0.55,0.84,0.5,1.0,0.0,34.212723,3.144963
Luke Flores,"6' 0""",155 lbs.,"73""",Southpaw,1.56,0.44,1.88,0.6,0.0,0.0,0.4,1.2,-13.244814,-34.532986
Jon Fitch,"6' 0""",170 lbs.,"74""",Orthodox,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,-32.03499,30.363815
Mal Foki,"5' 7""",220 lbs.,,Orthodox,2.86,0.14,14.29,0.54,0.0,0.0,0.0,0.0,68.10459,-10.253444
Bobby Flynn,,170 lbs.,,,0.38,0.25,0.77,0.0,0.0,0.0,0.0,0.0,-16.93245,-49.417286
Kenny Florian,"5' 10""",145 lbs.,"74""",Southpaw,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,-34.236324,11.0238905
Caros Fodor,"5' 9""",155 lbs.,"74""",Orthodox,2.76,0.54,2.83,0.54,2.1,0.25,0.5,0.0,-11.218831,22.927992
Matt Foki,"5' 7""",220 lbs.,,Orthodox,0.0,0.0,3.37,0.56,0.0,0.0,0.0,0.0,1.672089,-53.44462
Rob Font,"5' 8""",135 lbs.,"71""",Orthodox,5.21,0.42,3.83,0.62,1.2,0.36,0.48,0.8,25.640224,27.697325
Jesse Forbes,"6' 2""",185 lbs.,"75""",Southpaw,2.11,0.24,4.06,0.53,1.79,0.75,0.66,1.2,-15.916068,14.912155
Claudionor Fontinelle,"5' 5""",185 lbs.,,Orthodox,2.62,0.42,10.25,0.28,0.0,0.0,0.0,0.0,63.504013,-10.800524
Marcel Fortuna,"6' 1""",205 lbs.,"74""",Orthodox,3.83,0.46,4.52,0.64,0.45,0.08,0.75,0.5,28.904514,-4.431943
Jussier Formiga,"5' 5""",125 lbs.,"67""",Orthodox,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6,-30.053488,-8.408521
Renee Forte,"5' 7""",155 lbs.,"71""",Orthodox,2.08,0.32,2.12,0.63,2.32,0.58,0.66,0.0,-26.736923,-0.6161442
Brian Foster,"5' 9""",170 lbs.,"71""",Orthodox,3.3,0.39,1.63,0.65,3.67,0.6,0.37,1.8,-22.532755,36.949738
Francisco France,"6' 0""",205 lbs.,,,0.54,0.33,3.51,0.27,0.0,0.0,0.0,6.1,-62.204372,-3.0470238
John Franchi,"5' 6""",145 lbs.,"67""",Orthodox,1.83,0.48,2.59,0.48,2.68,0.8,0.4,0.3,-29.597162,21.410124
Brandon Foxworth,"5' 11""",145 lbs.,,Orthodox,1.33,0.32,4.59,0.5,0.0,0.0,0.0,0.0,39.78585,-33.60334
Hermes Franca,"5' 6""",155 lbs.,"71""",Orthodox,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,-43.067554,-6.8384957
Glaico Franca Moreira,"6' 0""",155 lbs.,"77""",Orthodox,2.35,0.42,3.46,0.47,2.68,0.42,0.76,0.3,-20.197384,21.420519
Xavier Foupa-Pokam,"6' 1""",185 lbs.,,Open Stance,1.47,0.43,2.5,0.49,0.0,0.0,0.16,0.0,-2.8027747,-42.57433
Rich Franklin,"6' 1""",185 lbs.,"76""",Southpaw,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,14.389414,18.613684
Zoila Frausto,"5' 4""",135 lbs.,,Orthodox,0.77,0.31,1.64,0.53,0.0,0.0,0.57,0.0,-11.69964,-45.689346
Justin Frazier,"6' 0""",265 lbs.,"75""",Southpaw,1.11,0.66,6.11,0.04,0.0,0.0,0.0,0.0,47.115246,-30.22104
Gary Frazier,"6' 0""",245 lbs.,,Orthodox,1.5,0.39,2.77,0.46,0.0,0.0,1.0,0.0,-0.4193588,-42.56219
Stephanie Frausto,"5' 2""",115 lbs.,"61""",Orthodox,1.43,0.21,3.57,0.6,0.0,0.0,0.0,0.0,5.984116,-44.467434
Ian Freeman,"5' 11""",225 lbs.,,Orthodox,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7,-4.2929044,1.8395542
Willamy Freire,"5' 8""",155 lbs.,,,1.53,0.37,0.93,0.62,0.5,1.0,0.73,0.0,-23.840698,-24.283121
Patricio Freire,"5' 5""",145 lbs.,"65""",,2.84,0.41,4.43,0.6,0.6,0.18,0.94,0.6,24.387136,-19.115799
Patricky Freire,"5' 7""",155 lbs.,"71""",,3.06,0.44,3.34,0.69,1.26,0.33,1.0,0.0,0.78835106,5.714445
Jeremy  Freitag,"6' 1""",205 lbs.,,,0.0,0.0,8.37,0.19,0.0,0.0,0.33,1.9,63.40292,-19.0603
Rafael Freitas,,205 lbs.,,Orthodox,2.0,0.29,8.0,0.51,11.25,0.5,0.0,0.0,-35.100586,52.315353
Clay French,"5' 7""",161 lbs.,,Southpaw,1.52,0.5,1.27,0.16,0.0,0.0,1.0,0.0,-16.52139,-41.73998
Donavon Frelow,"5' 7""",135 lbs.,,Orthodox,2.4,0.27,3.2,0.52,1.0,1.0,0.26,0.0,-2.9414656,-10.141264
Mike French,"5' 10""",145 lbs.,,,0.23,0.23,2.17,0.42,0.0,0.0,0.22,1.0,-9.50561,-37.289757
Matt Frevola,"5' 9""",155 lbs.,"71""",Orthodox,2.73,0.37,3.44,0.58,2.59,0.37,0.4,1.1,-14.519699,16.87187
Jinh Yu Frey,"5' 3""",115 lbs.,"65""",Southpaw,1.79,0.4,3.35,0.44,1.06,0.42,0.83,0.7,-7.547805,-19.253736
Sarah Frota,"5' 6""",125 lbs.,"69""",Southpaw,4.52,0.52,2.57,0.55,0.0,0.0,0.53,0.0,26.188871,13.461246
Don Frye,"6' 1""",219 lbs.,,Orthodox,2.87,0.64,3.57,0.37,0.91,0.57,0.45,0.7,6.281213,-7.5536375
Katsuhisa Fujii,"6' 0""",205 lbs.,,Orthodox,4.0,0.5,4.43,0.64,2.14,0.25,0.5,2.1,8.183076,27.671404
Tony Fryklund,"6' 0""",185 lbs.,,Orthodox,3.49,0.39,6.5,0.43,0.0,0.0,0.66,0.5,45.972748,-15.077017
Jesse Fujarczyk,"6' 4""",225 lbs.,,Southpaw,1.03,0.33,4.91,0.38,0.0,0.0,0.25,0.0,41.322094,-34.125248
Keisuke Fujiwara,"5' 6""",139 lbs.,,Switch,0.73,0.44,1.2,0.47,0.0,0.0,0.23,2.5,-54.68675,-9.87348
Megumi Fujii,"5' 3""",113 lbs.,,,2.4,0.42,0.0,1.0,0.0,0.0,0.0,12.0,-64.85184,1.8955781
Kazuyuki Fujita,"6' 0""",235 lbs.,,Orthodox,1.05,0.49,1.99,0.52,2.78,0.36,0.85,0.6,-36.897507,20.557615
Riki Fukuda,"6' 0""",185 lbs.,"73""",Southpaw,4.24,0.43,3.71,0.64,2.17,0.43,0.7,0.0,14.827111,30.255915
Masio Fullen,"5' 10""",145 lbs.,"70""",Orthodox,2.46,0.32,3.5,0.54,0.47,0.33,0.69,0.0,8.206023,-13.366444
Masakatsu Funaki,"6' 0""",185 lbs.,,Southpaw,1.82,0.68,2.92,0.35,0.0,0.0,0.0,5.5,-61.00322,-2.8743231
Ricardo Funch,"5' 10""",170 lbs.,"74""",Southpaw,2.61,0.65,3.57,0.4,1.24,0.18,0.6,0.0,9.258695,-10.25596
Katsuaki Furuki,"6' 0""",168 lbs.,,,0.27,0.1,2.67,0.39,0.0,0.0,0.0,3.0,-56.43691,-6.569517
Gustavo Gabriel,"5' 6""",125 lbs.,,Orthodox,4.06,0.65,4.26,0.46,0.0,0.0,0.5,0.0,31.894213,-8.163156
Justin Gaethje,"5' 11""",155 lbs.,"70""",Orthodox,7.46,0.59,7.99,0.55,0.0,0.0,0.69,0.0,57.719704,2.610138
Alavutdin Gadjiev,"6' 2""",185 lbs.,,Orthodox,0.99,0.27,0.99,0.57,0.0,0.0,0.5,0.0,-16.210342,-45.27029
Claudia Gadelha,"5' 4""",115 lbs.,"63""",Orthodox,3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7,-2.905586,37.2243
Sheila Gaff,"5' 5""",135 lbs.,,Orthodox,1.6,0.5,2.89,0.28,0.0,0.0,0.2,0.0,2.3413825,-41.86894
Mitch Gagnon,"5' 5""",135 lbs.,"65""",Southpaw,2.76,0.46,2.21,0.61,1.16,0.25,0.65,1.9,-17.425526,-10.556904
Travis Galbraith,"6' 0""",170 lbs.,,Orthodox,2.21,0.4,3.45,0.48,1.33,0.25,0.0,1.3,-5.4914517,-18.599903
Mickey Gall,"6' 2""",170 lbs.,"74""",Switch,2.55,0.46,3.65,0.42,1.15,0.26,0.4,2.1,-39.515404,-5.8158364
Dave Galera,"5' 11""",135 lbs.,,Orthodox,1.67,0.69,0.53,0.33,0.0,0.0,0.14,2.0,-54.61217,-11.679522
Daniel Gallemore,"6' 5""",265 lbs.,,,3.1,0.41,6.0,0.52,0.0,0.0,0.0,0.0,43.640285,-17.542784
Tom Gallicchio,"5' 10""",170 lbs.,,Southpaw,3.53,0.26,7.07,0.43,1.0,0.11,0.0,0.0,50.533825,-8.973659
Zelg Galesic,"6' 2""",185 lbs.,,Orthodox,4.86,0.62,0.61,0.66,1.3,1.0,0.2,1.3,-4.753649,12.963847
Lucas Gamaza,,170 lbs.,,,7.57,0.31,6.99,0.45,0.0,0.0,0.0,0.0,57.281536,4.102891
Marcos Galvao,"5' 7""",135 lbs.,,Orthodox,1.97,0.32,3.86,0.61,2.27,0.28,0.88,1.1,-17.197306,15.650589
Andre Galvao,"5' 7""",168 lbs.,,Orthodox,2.34,0.52,1.56,0.58,2.02,0.27,0.0,2.8,-44.766804,10.21376
Joey Gambino,"5' 7""",145 lbs.,,Orthodox,2.47,0.35,2.53,0.51,0.0,0.0,0.42,0.8,-10.955262,-26.53396
