fighter_name,Height,Weight,Reach,Stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,TSNE1,TSNE2
Mateusz Gamrot,"5' 10""",155 lbs.,"70""",Southpaw,3.47,0.41,2.47,0.56,5.0,0.31,1.0,0.0,-26.131922,41.800488
Shamil Gamzatov,"6' 2""",205 lbs.,"76""",Orthodox,4.27,0.46,2.13,0.58,0.0,0.0,0.5,0.0,24.297682,14.757942
Manvel Gamburyan,"5' 5""",135 lbs.,"67""",Orthodox,2.13,0.41,2.83,0.55,3.26,0.34,0.69,0.7,-28.98237,24.895435
Ariel Gandulla,"5' 11""",205 lbs.,,Orthodox,1.95,0.23,2.07,0.72,1.88,0.66,0.0,0.0,-24.571234,-5.6899066
Eduardo Garagorri,"5' 9""",145 lbs.,"70""",Orthodox,3.42,0.51,2.36,0.58,0.48,1.0,0.61,0.0,9.1088915,8.91149
Sean Gannon,"6' 3""",265 lbs.,,Southpaw,0.0,0.0,6.38,0.28,0.0,0.0,0.5,0.0,49.16277,-33.911602
Ciryl Gane,"6' 4""",245 lbs.,"81""",Orthodox,5.04,0.55,1.85,0.69,1.13,0.26,1.0,0.5,18.110573,19.947063
Cody Garbrandt,"5' 8""",135 lbs.,"65""",Orthodox,3.35,0.37,3.33,0.65,0.84,0.33,1.0,0.0,16.34237,-1.1554931
Leonard Garcia,"5' 10""",145 lbs.,"68""",Orthodox,2.77,0.24,4.79,0.52,0.3,0.26,0.42,0.5,25.569624,-18.294846
Alejandro Garcia,"5' 7""",145 lbs.,,,1.22,0.62,1.14,0.65,8.55,0.87,0.66,0.0,-36.04839,46.476357
Edgar Garcia,"5' 10""",170 lbs.,"71""",Orthodox,3.16,0.29,4.23,0.6,2.21,0.57,0.5,0.6,-1.557849,36.10772
Nick Garcia,"5' 4""",125 lbs.,,,0.67,0.25,3.03,0.5,0.0,0.0,0.83,5.1,-60.111206,-3.9611127
Alex Garcia,"5' 9""",170 lbs.,"72""",Orthodox,1.81,0.31,3.03,0.59,3.72,0.52,0.66,0.1,-32.575283,25.969946
Steve Garcia,"6' 0""",155 lbs.,"75""",Southpaw,4.31,0.55,2.52,0.36,0.61,0.25,1.0,0.6,15.890975,14.344309
Elias Garcia,"5' 5""",125 lbs.,"67""",Southpaw,1.59,0.27,5.05,0.5,0.68,0.14,0.33,1.4,34.353607,-31.534412
Rafa Garcia,"5' 7""",155 lbs.,"70""",Orthodox,3.47,0.23,6.6,0.54,0.0,0.0,1.0,0.0,45.268543,-14.090595
Rulon Gardner,"6' 3""",265 lbs.,,Orthodox,2.05,0.25,1.45,0.6,0.75,1.0,1.0,0.0,-22.464048,-23.165491
David Gardner,"5' 11""",155 lbs.,,Orthodox,0.17,1.0,0.34,0.0,0.0,0.0,0.66,0.0,-17.953396,-48.68907
Pablo Garza,"6' 1""",145 lbs.,"73""",Orthodox,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3,-6.9657087,5.481212
Brian Gassaway,"6' 1""",170 lbs.,,Orthodox,0.34,0.26,3.65,0.44,0.0,0.0,0.42,0.0,3.6549196,-51.620705
Azamat Gashimov,"5' 6""",125 lbs.,,Orthodox,1.24,0.21,4.75,0.53,1.69,0.25,0.0,0.0,8.192983,-22.211454
Willie Gates,"5' 8""",125 lbs.,"72""",Orthodox,1.8,0.38,4.28,0.38,0.0,0.0,0.67,0.4,23.663483,-31.36964
Kelvin Gastelum,"5' 9""",185 lbs.,"71""",Southpaw,3.64,0.43,2.92,0.59,1.22,0.39,0.64,0.1,3.296356,13.387967
Louis Gaudinot,"5' 3""",125 lbs.,"63""",Orthodox,2.34,0.37,6.42,0.48,0.57,0.4,0.31,1.1,48.320724,-19.584595
Charlene Gellner,"5' 2""",125 lbs.,,,2.01,0.42,3.24,0.43,0.0,0.0,0.0,1.7,-6.1783643,-25.340128
Chad George,"5' 6""",135 lbs.,"68""",Southpaw,1.26,0.5,1.11,0.65,3.08,0.46,0.0,1.3,-41.58352,7.0132747
Paul Georgieff,"6' 2""",170 lbs.,,Orthodox,2.55,0.4,2.34,0.35,0.0,0.0,0.0,0.0,6.975962,-33.620758
Brian Geraghty,"5' 7""",155 lbs.,,Orthodox,0.47,0.25,9.77,0.36,0.0,0.0,0.5,0.0,64.02219,-15.512101
Karine Gevorgyan,"5' 4""",125 lbs.,"63""",,1.2,0.2,1.8,0.76,0.0,0.0,0.0,0.0,-8.300012,-44.26974
Christos Giagos,"5' 10""",155 lbs.,"71""",Orthodox,2.88,0.41,2.59,0.51,3.11,0.39,0.5,0.3,-23.936964,28.395536
Joe Giannetti,"6' 0""",155 lbs.,"74""",Southpaw,1.93,0.38,2.8,0.4,1.0,0.16,0.0,0.0,-5.9269557,-10.186337
Tiki Ghosn,"5' 10""",170 lbs.,,Orthodox,2.78,0.46,2.94,0.58,0.41,0.5,0.61,0.0,6.2808375,5.89359
James Giboo,"5' 11""",170 lbs.,,Orthodox,1.2,0.27,7.08,0.39,0.0,0.0,0.0,0.0,50.632843,-27.653315
Lance Gibson,"5' 9""",185 lbs.,,Orthodox,1.21,0.75,6.44,0.2,0.0,0.0,0.0,0.0,47.8467,-29.730705
Chase Gibson,"5' 10""",155 lbs.,"72""",Orthodox,3.13,0.54,6.4,0.52,0.0,0.0,0.0,0.0,45.017273,-17.5559
Cody Gibson,"5' 10""",135 lbs.,"71""",Orthodox,2.47,0.31,2.54,0.63,1.85,0.38,0.58,0.4,-22.615503,5.1353025
Thomas Gifford,"6' 1""",155 lbs.,"75""",Orthodox,3.97,0.37,6.45,0.37,0.5,0.33,0.33,0.0,47.21526,-10.619703
Kultar Gill,"6' 0""",154 lbs.,,Orthodox,1.14,0.5,0.4,0.41,1.71,0.66,0.38,0.0,-31.720978,-15.892272
Trevin Giles,"6' 0""",185 lbs.,"74""",Orthodox,3.26,0.56,1.88,0.62,1.37,0.8,0.79,0.3,-15.0743685,-1.2310344
Joey Gilbert,"5' 11""",155 lbs.,,Orthodox,0.61,0.42,4.44,0.31,0.0,0.0,0.0,0.0,41.333664,-37.18703
Gregor Gillespie,"5' 7""",155 lbs.,"71""",Orthodox,3.58,0.49,2.14,0.6,7.02,0.47,0.0,0.9,-31.826134,45.53646
Jason Gilliam,"6' 0""",170 lbs.,,Orthodox,0.79,0.33,3.14,0.42,0.0,0.0,0.0,0.0,2.1320672,-48.599342
Alex Gilpin,"5' 7""",145 lbs.,,Orthodox,6.8,0.54,12.29,0.42,2.17,0.25,0.0,2.2,62.569046,-2.1002874
Billy Giovanella,"5' 8""",125 lbs.,,,1.27,0.4,2.02,0.52,0.87,0.12,1.0,1.7,-47.040745,-7.2113595
Jason Glaza,"6' 0""",230 lbs.,,,4.34,0.54,0.43,0.4,4.34,1.0,0.0,4.3,-53.09989,11.867865
Joseph Gigliotti,"5' 11""",185 lbs.,,Orthodox,1.04,0.39,2.92,0.45,1.56,1.0,0.5,0.8,-27.76582,-8.939577
Brandon Girtz,"5' 7""",155 lbs.,,,2.5,0.6,1.92,0.47,5.76,1.0,1.0,0.0,-32.873856,42.24307
Rick Glenn,"6' 0""",145 lbs.,"70""",Southpaw,4.31,0.42,4.29,0.53,0.67,0.13,0.66,0.3,32.182014,0.7552255
Clint Godfrey,"5' 6""",135 lbs.,,Southpaw,0.57,0.31,0.96,0.65,0.85,0.25,0.5,0.0,-28.74459,-19.001486
Mark Godbeer,"6' 4""",240 lbs.,"77""",Orthodox,3.97,0.53,3.3,0.54,0.0,0.0,0.28,0.0,18.85258,3.143499
Hannah Goldy,"5' 4""",125 lbs.,"61""",Orthodox,6.53,0.46,3.9,0.55,0.0,0.0,0.66,0.0,42.60448,15.304053
Allan Goes,"6' 0""",205 lbs.,,Orthodox,0.64,0.52,1.35,0.41,1.75,0.4,0.0,2.6,-48.924484,-3.5390003
Marcelo Golm,"6' 3""",249 lbs.,"75""",Orthodox,4.27,0.58,4.3,0.45,0.45,0.5,0.87,0.5,30.96267,-0.34914005
Sergio Gomez,"5' 6""",155 lbs.,,Orthodox,1.5,0.42,1.16,0.56,2.57,0.66,0.31,0.0,-33.65286,-0.42639977
Frank Gomez,"5' 10""",135 lbs.,"67""",Orthodox,1.52,0.48,0.79,0.66,1.14,0.6,0.7,0.8,-32.214592,-17.877645
Ulysses Gomez,"5' 6""",125 lbs.,,Orthodox,2.72,0.25,3.57,0.68,0.0,0.0,0.0,0.0,18.431952,-29.300653
Edson Gomez,"5' 8""",170 lbs.,"69""",Switch,2.66,0.32,8.78,0.45,0.0,0.0,0.0,0.0,58.208553,-13.192511
Joey Gomez,"5' 10""",155 lbs.,"71""",Orthodox,3.73,0.49,3.33,0.5,2.0,0.28,0.0,0.0,-4.7012587,25.481653
Luis Gomez,"5' 7""",145 lbs.,"68""",Orthodox,1.57,0.33,4.03,0.55,4.48,0.5,0.33,0.0,-41.404694,41.631443
Akihiro Gono,"5' 7""",170 lbs.,"68""",Switch,2.18,0.48,2.67,0.63,1.01,0.84,0.46,0.5,-7.8205447,-11.25391
Takanori Gomi,"5' 7""",155 lbs.,"70""",Southpaw,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8,9.3470335,18.00851
Gabriel Gonzaga,"6' 2""",242 lbs.,"76""",Orthodox,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,-26.29736,16.94889
Nick Gonzalez,"5' 6""",155 lbs.,,Orthodox,0.59,0.2,2.35,0.33,0.0,0.0,0.5,0.0,-6.694796,-48.285248
Justin Gonzales,"5' 9""",145 lbs.,"72""",Orthodox,6.67,0.8,0.87,0.43,14.0,0.73,1.0,0.0,-31.786604,51.105026
Fabian Gonzalez,"5' 10""",135 lbs.,,,3.9,0.48,4.39,0.51,0.0,0.0,0.66,0.0,32.091705,-9.263237
Fernando Gonzalez,"5' 9""",170 lbs.,"68""",Southpaw,4.47,0.47,4.03,0.65,0.86,0.33,0.43,1.4,28.997118,23.209429
Lewis Gonzalez,"5' 10""",170 lbs.,,Orthodox,1.4,0.37,1.87,0.41,2.0,0.33,0.62,0.0,-28.709799,-11.859583
Jason Gonzalez,"6' 2""",155 lbs.,"74""",Southpaw,3.06,0.39,3.13,0.58,0.0,0.0,0.3,1.0,11.690715,-1.2728951
Pearl Gonzalez,"5' 4""",115 lbs.,,Orthodox,2.23,0.37,4.07,0.57,1.04,0.11,0.0,0.5,4.918655,-11.964314
Mikey Gonzalez,"5' 11""",155 lbs.,"74""",Orthodox,0.91,0.16,14.55,0.11,0.0,0.0,0.0,0.0,68.91734,-11.391352
Jared Gooden,"6' 0""",170 lbs.,"77""",Orthodox,6.67,0.47,11.2,0.49,1.0,1.0,1.0,0.0,61.459175,-1.8401979
Lyman Good,"6' 0""",170 lbs.,"74""",Orthodox,5.34,0.48,4.01,0.63,0.27,1.0,0.75,0.0,37.117733,11.254027
Gary Goodridge,"6' 3""",249 lbs.,,Orthodox,1.84,0.56,2.14,0.48,0.4,1.0,0.53,0.8,-19.495008,-22.394182
Tebaris Gordon,"6' 1""",265 lbs.,,Orthodox,3.53,0.16,49.41,0.22,0.0,0.0,0.0,0.0,74.46606,-9.191616
Eddie Gordon,"6' 0""",185 lbs.,"76""",Orthodox,2.03,0.32,2.57,0.6,1.93,0.83,0.63,0.0,-23.448881,1.6647768
Alex Gorgees,"6' 2""",155 lbs.,"74""",Switch,0.67,0.32,2.27,0.38,0.0,0.0,0.54,0.0,-6.9624333,-47.96126
Malcolm Gordon,"5' 7""",125 lbs.,"71""",Switch,0.55,0.13,3.87,0.54,0.0,0.0,0.0,0.0,5.4246335,-51.20571
Jared Gordon,"5' 9""",145 lbs.,"68""",Orthodox,5.54,0.56,3.22,0.6,2.81,0.39,0.55,0.0,23.173687,33.83925
Tim Gorman,"5' 5""",135 lbs.,,Southpaw,2.73,0.31,5.57,0.46,1.0,0.09,0.33,0.0,21.130081,-13.984098
Thibault Gouti,"5' 10""",155 lbs.,"72""",Orthodox,3.68,0.34,5.64,0.5,1.23,0.8,0.83,0.3,42.636715,-4.83742
Jonathan Goulet,"6' 0""",170 lbs.,"73""",Orthodox,1.61,0.41,2.01,0.46,4.17,0.7,0.45,0.6,-38.41008,29.687511
Chase Gormley,"6' 3""",265 lbs.,,Orthodox,3.6,0.42,6.03,0.44,3.12,0.42,0.0,1.0,0.7809005,43.326347
Todd Gouwenberg,"6' 1""",205 lbs.,,Orthodox,0.52,0.23,2.93,0.42,1.57,0.33,0.5,0.0,-24.64446,-11.413915
Wilson Gouveia,"6' 1""",185 lbs.,"76""",Orthodox,3.02,0.39,4.06,0.56,0.9,0.66,0.57,2.2,5.2423997,-0.5868176
Crosley Gracie,"5' 9""",190 lbs.,,Orthodox,1.69,0.37,1.54,0.6,3.46,0.85,0.5,0.6,-39.643158,26.99732
Daniel Gracie,"6' 2""",225 lbs.,,Orthodox,1.9,0.38,1.33,0.59,0.36,1.0,0.8,2.1,-47.179684,-12.172483
Renzo Gracie,"5' 10""",185 lbs.,,Orthodox,1.71,0.41,1.67,0.55,1.13,0.2,0.4,0.8,-34.46597,-10.488019
Damian Grabowski,"6' 1""",241 lbs.,"75""",Orthodox,4.0,0.36,7.65,0.51,0.0,0.0,0.0,0.0,54.02664,-9.074257
Ralph Gracie,"5' 9""",183 lbs.,,Orthodox,0.86,0.37,1.72,0.31,0.0,0.0,0.25,4.0,-58.242916,-7.665803
Royce Gracie,"6' 1""",175 lbs.,,Southpaw,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8,-14.502926,-37.882774
Ralek Gracie,"6' 2""",210 lbs.,,Orthodox,1.61,0.46,1.05,0.55,2.5,0.75,0.0,1.7,-43.420628,7.469827
Ryan Gracie,"5' 9""",200 lbs.,,Orthodox,0.82,0.61,0.5,0.4,2.83,0.75,0.25,0.9,-40.510174,4.7940507
Rodrigo Gracie,"6' 0""",183 lbs.,,Orthodox,1.34,0.51,0.86,0.46,1.49,0.5,0.75,0.4,-32.08945,-16.819271
Cesar Gracie,"5' 10""",181 lbs.,,Orthodox,0.0,0.0,17.14,0.5,0.0,0.0,0.0,0.0,70.504326,-11.176498
Rolles Gracie,"6' 4""",242 lbs.,,Orthodox,2.3,0.32,3.38,0.55,2.3,0.1,0.0,0.0,-14.481482,23.540794
Roger Gracie,"6' 4""",185 lbs.,"79""",Orthodox,1.78,0.35,1.79,0.61,1.87,0.53,0.6,1.9,-41.649124,10.038239
Igor Gracie,"5' 11""",170 lbs.,,,1.86,0.6,0.99,0.5,3.72,0.5,0.0,3.7,-54.241165,9.008485
Kron Gracie,"5' 9""",145 lbs.,"70""",Southpaw,5.15,0.41,8.13,0.53,0.88,0.25,0.0,0.9,54.212067,-3.319621
Miranda Granger,"5' 7""",125 lbs.,"68""",Orthodox,2.91,0.48,2.64,0.59,0.0,0.0,0.4,0.0,9.232745,-31.039867
Scott Graham,"6' 4""",185 lbs.,,Orthodox,0.91,0.42,2.27,0.28,0.0,0.0,0.0,0.0,-5.7253094,-45.75789
Neiman Gracie,"6' 0""",170 lbs.,,,0.77,1.0,0.38,0.75,5.77,1.0,0.0,5.8,-58.033134,9.513285
Davey Grant,"5' 8""",135 lbs.,"69""",Orthodox,3.93,0.47,2.47,0.63,2.3,0.45,0.66,0.2,-0.66490203,24.020567
TJ Grant,"5' 10""",155 lbs.,"72""",Orthodox,3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6,6.2727876,21.088396
Tony Gravely,"5' 5""",135 lbs.,"69""",Orthodox,3.69,0.55,3.16,0.42,5.6,0.51,0.5,0.8,-24.431725,44.626404
Alexa Grasso,"5' 5""",125 lbs.,"66""",Orthodox,4.96,0.43,3.61,0.64,0.28,0.4,0.6,0.6,32.41102,10.516195
Shelton Graves,"6' 2""",255 lbs.,"76""",Southpaw,2.19,0.69,0.81,0.33,4.86,0.57,0.0,0.0,-36.97356,35.06603
Michael Graves,"5' 10""",170 lbs.,"71""",Orthodox,1.25,0.54,1.47,0.58,4.8,0.52,0.66,0.4,-39.696968,33.621807
Kevin Gray,"5' 4""",125 lbs.,"67""",Orthodox,3.45,0.62,4.48,0.66,0.0,0.0,0.0,0.0,32.561867,-15.330239
Dwight Grant,"6' 1""",170 lbs.,"76""",Switch,3.39,0.37,2.16,0.69,0.34,1.0,0.78,0.0,9.066732,8.936537
James Gray,"5' 9""",135 lbs.,,Orthodox,2.61,0.5,18.26,0.44,0.0,0.0,0.0,0.0,70.732,-9.91449
Sam Greco,"6' 2""",205 lbs.,,Orthodox,2.4,0.75,1.33,0.53,0.0,0.0,0.25,1.0,-22.696756,-33.60708
Max Griffin,"5' 11""",170 lbs.,"76""",Orthodox,4.14,0.48,3.94,0.56,1.7,0.51,0.66,0.5,12.990125,28.811985
Tyson Griffin,"5' 6""",145 lbs.,"68""",Orthodox,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,-5.6521173,10.638773
Gabe Green,"5' 10""",170 lbs.,"73""",Switch,6.57,0.46,7.23,0.49,1.0,1.0,0.57,0.5,54.417908,5.616601
Bobby Green,"5' 10""",155 lbs.,"71""",Orthodox,5.17,0.51,3.32,0.63,1.56,0.41,0.72,0.3,23.26323,28.544708
Matt Grice,"5' 8""",145 lbs.,"70""",Orthodox,4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5,1.1004655,24.206926
Maurice Greene,"6' 7""",258 lbs.,"80""",Orthodox,4.12,0.44,4.37,0.45,0.0,0.0,0.28,0.6,32.99883,-3.805173
Desmond Green,"5' 10""",155 lbs.,"73""",Southpaw,3.7,0.46,2.51,0.69,1.62,0.5,0.75,0.0,0.7617054,19.831331
Forrest Griffin,"6' 3""",205 lbs.,"77""",Orthodox,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7,13.734547,17.286636
Rodrigo Gripp de Sousa,"5' 11""",205 lbs.,,Orthodox,0.48,0.23,4.81,0.52,0.0,0.0,0.0,9.6,-65.81204,-0.5887336
Chuck Grigsby,"6' 6""",205 lbs.,,Orthodox,0.71,0.16,3.29,0.46,0.0,0.0,0.66,0.0,-0.2152973,-48.840515
Jordan Griffin,"5' 10""",145 lbs.,"73""",Southpaw,2.6,0.46,3.18,0.48,0.78,0.23,0.42,1.8,-14.533704,-12.055379
Chad Griggs,"6' 1""",205 lbs.,"73""",Orthodox,2.67,0.5,2.22,0.46,1.51,0.66,0.41,0.0,-21.943022,-2.0189059
Maxim Grishin,"6' 3""",220 lbs.,"78""",Orthodox,2.95,0.44,2.33,0.56,0.38,0.33,0.66,0.0,-12.318411,-6.757854
Josh Grispi,"5' 11""",145 lbs.,"74""",Orthodox,1.44,0.41,3.71,0.5,1.97,0.36,0.16,2.2,-41.725178,-2.5974529
Garrett Gross,"5' 9""",155 lbs.,,Orthodox,2.39,0.45,1.67,0.46,0.0,0.0,0.52,0.0,-19.003923,-32.227383
Kendall Grove,"6' 6""",185 lbs.,"79""",Orthodox,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7,-13.6581,-13.843472
Neil Grove,"6' 6""",265 lbs.,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,-65.64369,2.1457682
Wang Guan,"5' 9""",145 lbs.,"71""",Orthodox,4.73,0.43,3.27,0.6,0.0,0.0,0.0,0.0,29.418066,10.278009
Chris Gruetzemacher,"5' 8""",155 lbs.,"68""",Orthodox,7.02,0.57,5.54,0.55,0.0,0.0,0.62,0.0,47.071545,12.6805315
Vik Grujic,"5' 11""",170 lbs.,"73""",Orthodox,2.24,0.48,3.39,0.41,1.18,0.33,0.26,0.4,3.6004398,-11.186026
Mike Grundy,"5' 7""",145 lbs.,"72""",Orthodox,2.15,0.43,4.09,0.58,4.25,0.38,1.0,0.6,-8.531175,40.834263
Nandor Guelmino,"6' 3""",230 lbs.,,,3.62,0.56,3.16,0.33,0.0,0.0,0.42,0.0,17.954147,3.3112478
Fabricio Guerreiro,"5' 10""",145 lbs.,,,1.87,0.31,2.2,0.67,2.0,0.5,0.0,0.0,-24.526844,-5.797445
Leonardo Guimaraes,"6' 0""",185 lbs.,,Orthodox,2.35,0.56,2.99,0.44,0.0,0.0,0.52,1.0,-8.874591,-25.471796
Jason Guida,"5' 10""",214 lbs.,,,1.87,0.4,3.33,0.52,1.0,0.14,0.5,1.0,-7.0856576,-19.6571
Shannon Gugerty,"5' 10""",155 lbs.,"71""",Orthodox,1.25,0.39,1.88,0.58,2.13,0.27,0.5,3.4,-52.18939,3.8366704
Clay Guida,"5' 7""",155 lbs.,"70""",Orthodox,2.44,0.34,2.57,0.63,3.36,0.38,0.68,0.7,-29.040878,25.615557
Melvin Guillard,"5' 9""",155 lbs.,"71""",Orthodox,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,-15.90238,-2.6153338
Marcelo Guimaraes,"6' 0""",185 lbs.,"73""",Orthodox,4.67,0.51,4.41,0.62,1.99,0.13,0.0,0.0,17.826601,31.91228
Chris Guillen,"6' 0""",240 lbs.,,Orthodox,0.82,0.27,1.91,0.36,0.0,0.0,0.0,0.0,-8.619848,-46.41284
John Gunther,"5' 9""",155 lbs.,"72""",Orthodox,1.65,0.37,3.72,0.46,7.08,0.42,0.0,0.0,-38.261013,44.268894
Jorge Gurgel,"5' 7""",155 lbs.,"69""",Orthodox,3.37,0.32,3.62,0.62,0.81,0.23,0.6,0.5,18.838398,-2.948173
John Gunderson,"5' 9""",155 lbs.,"69""",Orthodox,1.04,0.27,1.71,0.58,1.67,0.33,0.11,2.0,-48.35963,-4.5612617
Andre Gusmao,"6' 0""",205 lbs.,,Orthodox,2.79,0.43,3.28,0.6,0.0,0.0,0.6,0.0,15.776527,-28.323357
Alexander Gustafsson,"6' 5""",205 lbs.,"79""",Orthodox,4.02,0.4,3.42,0.51,1.54,0.39,0.83,0.4,5.419032,20.636723
Justin Guthrie,"6' 1""",170 lbs.,,,0.16,0.33,3.74,0.14,2.44,0.25,0.0,4.9,-55.728592,2.683046
Horacio Gutierrez,"5' 10""",145 lbs.,,,0.86,0.26,2.91,0.46,0.0,0.0,0.5,0.0,-0.33938757,-47.42726
Chris Gutierrez,"5' 9""",145 lbs.,"67""",Orthodox,4.3,0.57,2.45,0.59,0.57,0.6,0.73,0.2,17.111765,15.244029
Tim Hague,"6' 4""",260 lbs.,"76""",Orthodox,2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9,-8.600515,16.07798
Chelsea Hackett,"5' 4""",125 lbs.,"66""",Switch,2.58,0.51,4.85,0.46,0.0,0.0,0.57,0.0,26.390446,-24.540579
Mike Guymon,"6' 0""",170 lbs.,"74""",Orthodox,2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2,-34.028824,8.215652
Damir Hadzovic,"5' 9""",155 lbs.,"70""",Orthodox,2.99,0.46,2.99,0.66,0.68,0.6,0.39,0.2,4.96773,6.6479044
Yazan Hajeh,"5' 9""",145 lbs.,,Orthodox,1.54,0.25,17.44,0.44,0.0,0.0,1.0,0.0,70.32216,-10.369968
Kevin Haley,"6' 2""",205 lbs.,,,0.87,0.59,0.87,0.64,3.0,1.0,0.0,2.0,-46.630497,6.503861
Ryan Hall,"5' 10""",145 lbs.,"70""",Southpaw,2.32,0.43,0.96,0.75,0.31,0.16,0.0,0.9,-22.84203,-33.58065
Dennis Hallman,"5' 9""",155 lbs.,"72""",Orthodox,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1,-48.052284,-4.602071
Uriah Hall,"6' 0""",185 lbs.,"79""",Orthodox,3.34,0.51,3.54,0.53,0.67,0.38,0.69,0.2,17.26201,-2.296377
Piotr Hallmann,"5' 9""",155 lbs.,"71""",Orthodox,3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4,-1.6924853,27.77311
Kazuhiro Hamanaka,"6' 0""",185 lbs.,,Southpaw,1.7,0.37,0.91,0.6,0.0,0.0,0.5,0.0,-18.210608,-42.032104
Brandon Halsey,"6' 0""",185 lbs.,,,1.74,0.47,0.87,0.65,4.98,0.53,1.0,1.2,-43.553238,28.574684
Seo Hee Ham,"5' 2""",115 lbs.,"62""",Southpaw,4.2,0.39,5.15,0.61,0.0,0.0,0.66,0.2,35.864296,-8.991224
John Halverson,"5' 9""",155 lbs.,,Southpaw,2.94,0.43,5.29,0.47,0.0,0.0,0.66,2.0,40.21433,-7.9975786
Anthony Hamilton,"6' 5""",260 lbs.,"76""",Orthodox,3.91,0.65,3.02,0.45,2.62,0.42,0.78,0.0,-2.087995,27.866175
Matt Hamill,"6' 1""",205 lbs.,"76""",Orthodox,3.69,0.42,3.8,0.61,3.0,0.34,0.91,0.0,-3.7739978,32.396572
CJ Hamilton,"5' 7""",125 lbs.,"68""",Switch,2.47,0.31,3.93,0.58,0.0,0.0,0.62,0.0,22.282167,-27.428183
James Hammortree,"6' 3""",185 lbs.,,Orthodox,1.93,0.3,4.13,0.44,2.0,0.5,1.0,1.0,-16.345552,15.388648
Jared Hamman,"6' 3""",185 lbs.,"75""",Orthodox,5.15,0.42,3.93,0.55,1.57,0.46,0.3,0.0,21.33412,29.671556
Joachim Hansen,"5' 7""",150 lbs.,,Southpaw,2.01,0.43,2.04,0.58,2.21,0.58,0.34,1.9,-41.978973,10.813522
Nasrat Haqparast,"5' 10""",155 lbs.,"72""",Southpaw,5.81,0.47,3.23,0.74,0.18,0.16,0.84,0.0,34.223934,14.50629
Dean Hancock,,155 lbs.,,,7.97,0.63,1.94,0.67,1.71,0.33,0.75,1.7,41.51199,21.517065
Kay Hansen,"5' 2""",115 lbs.,"63""",Orthodox,3.57,0.59,3.03,0.54,2.19,0.25,1.0,1.6,-9.322535,11.190978
Scott Harper,"6' 0""",185 lbs.,,Orthodox,1.3,0.54,4.98,0.47,3.25,1.0,0.0,0.0,-3.9627943,42.615086
Antoni Hardonk,"6' 4""",245 lbs.,"78""",Orthodox,3.4,0.61,3.07,0.46,0.0,0.0,0.4,0.9,11.970495,0.027236123
Dan Hardy,"6' 0""",170 lbs.,"74""",Orthodox,2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4,3.0104759,-11.661231
Greg Hardy,"6' 5""",265 lbs.,"80""",Orthodox,4.83,0.5,3.12,0.56,0.21,0.33,0.8,0.0,28.043863,12.086376
Phil Harris,"5' 4""",125 lbs.,"65""",Orthodox,2.34,0.26,3.16,0.68,1.76,0.21,0.6,0.0,-18.392902,6.732171
Collin Hart,"6' 1""",185 lbs.,,Orthodox,6.33,0.44,7.53,0.51,2.0,0.16,0.5,0.0,53.489803,5.121692
Dale Hartt,"5' 10""",155 lbs.,"69""",Orthodox,1.14,0.35,1.55,0.66,1.22,1.0,0.25,2.5,-48.809963,-8.113488
Trevor Harris,"5' 6""",145 lbs.,,,1.73,0.5,0.43,0.75,0.0,0.0,0.5,6.5,-62.247272,-0.5797796
Walt Harris,"6' 5""",250 lbs.,"77""",Southpaw,2.95,0.38,3.43,0.54,0.3,0.28,0.72,0.1,16.065441,-26.76173
Gerald Harris,"5' 11""",185 lbs.,"77""",Southpaw,1.41,0.29,1.58,0.62,2.96,0.54,0.72,0.0,-34.932785,20.066196
Justin Haskins,"5' 10""",170 lbs.,,Orthodox,1.51,0.33,2.65,0.54,1.62,0.4,0.52,0.8,-32.083744,-6.8336754
Clay Harvison,"6' 1""",170 lbs.,"74""",Orthodox,3.29,0.48,3.91,0.58,0.66,1.0,0.68,1.3,7.1633873,-2.9043539
Daiki Hata,"5' 6""",139 lbs.,,Orthodox,1.44,0.39,1.42,0.55,0.67,1.0,0.35,0.7,-22.544441,-24.74178
Chris Haseman,"5' 11""",205 lbs.,,Orthodox,0.93,0.7,4.67,0.28,0.0,0.0,0.4,2.0,33.671017,-34.85657
Tomohiko Hashimoto,"6' 0""",250 lbs.,,Orthodox,0.0,0.0,11.67,0.3,0.0,0.0,0.0,0.0,66.77454,-13.617697
